rnbqkbnr/pp1ppppp/2p5/8/6P1/2P5/PP1PPP1P/RNBQKBNR b KQkq - 0 1 ;D1 21 ;D2 463 ;D3 11138 ;D4 274234 ;D5 7290026 ;D6 195464529
rn3b1r/1kq1p3/2p2npp/Pp3b2/7Q/2PPP2P/P4P2/RNB1KB2 b Q - 0 1 ;D1 42 ;D2 1234 ;D3 49419 ;D4 1463588 ;D5 57455473 ;D6 1712959062
r4b1r/1k2p3/n1p2npp/Pp3b2/5Q2/2PPP1qP/P4P2/RNB1KB2 w Q - 0 1 ;D1 33 ;D2 1470 ;D3 44165 ;D4 1909468 ;D5 56317737 ;D6 2375760546
r4br1/1k2p3/n1p2npp/Pp1Q1b2/8/2PPP1qP/P4P2/RNB1KB2 b Q - 0 1 ;D1 51 ;D2 1687 ;D3 73846 ;D4 2271390 ;D5 95410956 ;D6 2858179589
r4br1/1k2p3/2p2npp/PpnQ4/P5b1/2PPP1qP/5P2/RNB1KB2 w Q - 0 1 ;D1 38 ;D2 1935 ;D3 61403 ;D4 2903019 ;D5 89326625 ;D6 4018746673
r4br1/4p3/k1p2npp/PpnQ4/P5b1/2PPP1qP/5P2/RNB1KB2 b Q - 0 1 ;D1 53 ;D2 1796 ;D3 84197 ;D4 2567078 ;D5 113930150 ;D6 3401183860
r4br1/8/k1p2npp/Ppn1p3/P7/2PPP1qP/4bPQ1/RNB1KB2 w Q - 0 1 ;D1 24 ;D2 1036 ;D3 25308 ;D4 1095789 ;D5 27999381 ;D6 1209827199
r4br1/8/2Q2npp/Pkn1p3/8/2PPP1qP/4bP2/RNB1KB2 b Q - 0 1 ;D1 1 ;D2 18 ;D3 888 ;D4 16244 ;D5 779306 ;D6 14947584
r4br1/8/3k1npp/P1n1p3/8/2PPP1qP/4bPB1/RNB1K3 w Q - 0 1 ;D1 24 ;D2 1155 ;D3 26440 ;D4 1218982 ;D5 27780951 ;D6 1246603688
r4br1/8/3k2pp/P1nnp3/6P1/2PPP2P/4b1B1/RNB1K3 b Q - 0 1 ;D1 40 ;D2 877 ;D3 33568 ;D4 756910 ;D5 28087359 ;D6 648643302
r4b2/6r1/3k2pp/P2np3/4n1P1/R1PPP2P/4b1B1/1NB1K3 w - - 0 1 ;D1 18 ;D2 778 ;D3 15302 ;D4 631901 ;D5 13282551 ;D6 526146675
r4b2/4r3/3k2pp/P2np3/4n1P1/R1PPPB1P/3Nb3/2B1K3 b - - 0 1 ;D1 42 ;D2 890 ;D3 34042 ;D4 751251 ;D5 28408063 ;D6 654106063
r4b2/2n1r3/3k2pp/P3p3/6P1/R1PPPBnP/1B1Nb3/4K3 w - - 0 1 ;D1 26 ;D2 824 ;D3 21597 ;D4 697477 ;D5 18277943 ;D6 601047697
B4b2/2nkr3/6pp/P3p3/6P1/2PPP1nP/1B1Nb3/R3K3 b - - 0 1 ;D1 30 ;D2 826 ;D3 24543 ;D4 660957 ;D5 19956404 ;D6 533917094
4n3/3kr1b1/6pp/P3p3/4B1P1/2PPP1nP/1B1Nb3/R3K3 w - - 0 1 ;D1 28 ;D2 669 ;D3 18695 ;D4 483244 ;D5 13436830 ;D6 366895496
B3n3/4r1b1/3k2pp/P3p3/6P1/2PPP1nP/RB1Nb3/4K3 b - - 0 1 ;D1 28 ;D2 720 ;D3 18852 ;D4 489620 ;D5 13402409 ;D6 351329828
B3n3/6b1/3kr1pp/P3p3/4n1P1/2PPP2P/R2Nb3/B3K3 w - - 0 1 ;D1 22 ;D2 494 ;D3 11765 ;D4 281677 ;D5 6961428 ;D6 175251672
4n3/6b1/4r1pp/P1k1p3/4B1P1/2PPP2P/R3b3/B3KN2 b - - 0 1 ;D1 21 ;D2 574 ;D3 12583 ;D4 337049 ;D5 7727643 ;D6 205099292
4n3/6b1/r6p/P1k1p1p1/4B1P1/2PPP2P/R3b2N/B3K3 w - - 0 1 ;D1 25 ;D2 557 ;D3 13980 ;D4 314612 ;D5 7936760 ;D6 183398372
8/6b1/r2n2Bp/P1k1p1p1/6P1/2PPP2P/1R2b2N/B3K3 b - - 0 1 ;D1 25 ;D2 660 ;D3 15951 ;D4 415723 ;D5 10139775 ;D6 263840094
2n5/6bB/r7/P1k1p1pp/6P1/2PPP2P/1R2b2N/B3K3 w - - 0 1 ;D1 25 ;D2 652 ;D3 16626 ;D4 412224 ;D5 10731721 ;D6 263414671
8/n5bB/r7/P1k1p1pp/1R4PP/2PPP3/4b2N/B3K3 b - - 0 1 ;D1 26 ;D2 706 ;D3 16548 ;D4 439782 ;D5 10469492 ;D6 278444889
8/n6B/r4b2/P1k1p1pp/1R4bP/2PPP3/8/B3KN2 w - - 0 1 ;D1 27 ;D2 596 ;D3 15759 ;D4 362146 ;D5 9601859 ;D6 226462631
8/nR5B/r1k2b2/P3p1pp/6bP/2PPP3/8/B3KN2 b - - 0 1 ;D1 22 ;D2 579 ;D3 12243 ;D4 318916 ;D5 7127386 ;D6 186298595
2n5/1R5B/r1k2b2/P3p1pp/3P3P/2P1P3/4b3/B3KN2 w - - 0 1 ;D1 32 ;D2 729 ;D3 21803 ;D4 509994 ;D5 14720753 ;D6 355107619
2n5/3Rb2B/r1k5/P3p1pp/3P3P/2P1P3/3Kb3/B4N2 b - - 0 1 ;D1 27 ;D2 701 ;D3 16816 ;D4 442872 ;D5 10918832 ;D6 288843367
2n5/3R3B/r1kb4/P3p2p/3P3p/2P1P3/4b3/B1K2N2 w - - 0 1 ;D1 27 ;D2 621 ;D3 16508 ;D4 392378 ;D5 10462755 ;D6 257103708
2n5/3R4/r1kb4/P3p2p/3P3p/2PbP3/1K6/BB3N2 b - - 0 1 ;D1 30 ;D2 633 ;D3 15810 ;D4 355398 ;D5 8842726 ;D6 205254422
8/1R6/rn1b4/Pk2p2p/3P3p/2PbP3/1K6/BB3N2 w - - 0 1 ;D1 23 ;D2 565 ;D3 12698 ;D4 327247 ;D5 7504855 ;D6 197773383
6R1/8/rn1b4/P3p2p/2kP3p/2PbP3/1K6/BB3N2 b - - 0 1 ;D1 28 ;D2 680 ;D3 16989 ;D4 386325 ;D5 9821066 ;D6 222582860
5b2/8/rn6/P3p2p/2kP2Rp/2P1P3/1K2b3/BB3N2 w - - 0 1 ;D1 27 ;D2 577 ;D3 13661 ;D4 322047 ;D5 7601839 ;D6 189928128
5b2/8/rn6/P2Pp3/2k1B1pp/2P1P3/1K2b3/B4N2 b - - 0 1 ;D1 23 ;D2 379 ;D3 8948 ;D4 143529 ;D5 3601361 ;D6 57854175
8/8/r6b/P2np3/2k3pp/2P1P3/1KB1b3/B4N2 w - - 0 1 ;D1 17 ;D2 443 ;D3 7038 ;D4 187436 ;D5 2928081 ;D6 80196329
8/8/5r1b/P2np3/2k3pp/2P1P1N1/K1B1b3/B7 b - - 0 1 ;D1 34 ;D2 664 ;D3 19608 ;D4 348692 ;D5 10006963 ;D6 172851987
8/8/1r5b/P3p3/1nk3pp/K1P1P1N1/2B1b3/B7 w - - 0 1 ;D1 22 ;D2 585 ;D3 10957 ;D4 287677 ;D5 5057569 ;D6 132126664
8/8/r6b/P3p2N/1nk3pp/K1PBP3/4b3/B7 b - - 0 1 ;D1 5 ;D2 72 ;D3 1904 ;D4 29157 ;D5 786112 ;D6 12796696
8/8/r6b/P3pb2/1nk3pp/K1P1P1N1/8/B7 w - - 0 1 ;D1 11 ;D2 361 ;D3 3590 ;D4 108753 ;D5 1152635 ;D6 33862240
8/8/r6b/P3p3/1nk1b1pp/K1P1P3/1B6/7N b - - 0 1 ;D1 38 ;D2 246 ;D3 8542 ;D4 74867 ;D5 2469417 ;D6 24788494
8/6b1/r7/P3pb2/1nk3pp/K1P1P3/1B3N2/8 w - - 0 1 ;D1 11 ;D2 361 ;D3 3628 ;D4 108745 ;D5 1192409 ;D6 34321020
8/6b1/6r1/P3pb2/1nk3Np/K1P1P3/8/B7 b - - 0 1 ;D1 33 ;D2 348 ;D3 10253 ;D4 109696 ;D5 3244070 ;D6 35680310
8/6b1/7r/P3p3/1nk3Np/K1P1P3/1B6/1b6 w - - 0 1 ;D1 11 ;D2 296 ;D3 3301 ;D4 85445 ;D5 976836 ;D6 25005923
8/6b1/7r/Pk2p3/1n4Np/K1P1P3/1B6/1b6 b - - 0 1 ;D1 33 ;D2 377 ;D3 10572 ;D4 125127 ;D5 3449824 ;D6 41620286
8/6b1/5N1r/Pk2p3/1n5p/K1P1P3/1B6/1b6 w - - 0 1 ;D1 15 ;D2 418 ;D3 5061 ;D4 133804 ;D5 1609522 ;D6 42418189
8/6b1/7r/Pk2p3/1n5p/K1PbP1N1/1B6/8 b - - 0 1 ;D1 35 ;D2 434 ;D3 13169 ;D4 153820 ;D5 4443875 ;D6 53243547
8/6b1/5r2/Pk2p3/7p/1KPbP1N1/1Bn5/8 w - - 0 1 ;D1 13 ;D2 429 ;D3 5040 ;D4 157837 ;D5 1921415 ;D6 59286441
8/6b1/5r2/Pk2p3/7p/1KP1P3/2n1b3/2B4N b - - 0 1 ;D1 36 ;D2 372 ;D3 12010 ;D4 135981 ;D5 4297511 ;D6 52475032
5b2/8/8/Pk2p3/7p/1KP1Pr2/1Bn1b3/7N w - - 0 1 ;D1 10 ;D2 291 ;D3 2992 ;D4 90496 ;D5 1013174 ;D6 30909673
5b2/8/8/Pk2p3/2b4p/2P1Pr2/1Bn5/1K5N b - - 0 1 ;D1 38 ;D2 331 ;D3 11927 ;D4 120416 ;D5 4169323 ;D6 46571292
5b2/8/8/Pk2p3/2b5/B1P1P1rp/2n5/1K5N w - - 0 1 ;D1 14 ;D2 490 ;D3 6278 ;D4 208386 ;D5 2800497 ;D6 89526750
5b2/5b2/3B4/Pk2p3/8/2P1P1Np/2n5/1K6 b - - 0 1 ;D1 26 ;D2 478 ;D3 11790 ;D4 204499 ;D5 4930059 ;D6 83220242
8/5b2/P2b4/1k2p3/8/2P1n1Np/8/1K6 w - - 0 1 ;D1 11 ;D2 338 ;D3 3510 ;D4 99518 ;D5 1095683 ;D6 29595829
B7/5b2/3b4/1k2p3/8/2P3Np/2n5/1K6 b - - 0 1 ;D1 30 ;D2 477 ;D3 12371 ;D4 202322 ;D5 4997277 ;D6 83801521
8/8/4b3/1k2p3/4B3/b1P3Np/2n5/1K6 w - - 0 1 ;D1 19 ;D2 481 ;D3 8111 ;D4 198356 ;D5 3210337 ;D6 77007113
8/8/4b3/k3p2N/8/b1PB3p/2n5/1K6 b - - 0 1 ;D1 26 ;D2 412 ;D3 10548 ;D4 163093 ;D5 4116528 ;D6 65172297
8/8/8/k3pb1N/8/b1P5/2B4p/1K6 w - - 0 1 ;D1 10 ;D2 238 ;D3 3078 ;D4 70356 ;D5 1038374 ;D6 23760716
8/8/6b1/k3p2N/8/b1PB4/K6p/8 b - - 0 1 ;D1 21 ;D2 361 ;D3 8211 ;D4 128257 ;D5 3061565 ;D6 47317841
1b6/8/6B1/k3p2N/8/2P5/K6p/8 w - - 0 1 ;D1 18 ;D2 209 ;D3 3734 ;D4 54477 ;D5 954283 ;D6 16003896
1b2B3/8/1k6/4p3/5N2/2P5/K6p/8 b - - 0 1 ;D1 15 ;D2 302 ;D3 4537 ;D4 84303 ;D5 1448252 ;D6 25929658
1b2B3/8/1k6/8/4pN2/1KP5/8/7q w - - 0 1 ;D1 23 ;D2 623 ;D3 11654 ;D4 322322 ;D5 5523536 ;D6 155183754
1b5q/3B4/1k6/8/2P1pN2/1K6/8/8 b - - 0 1 ;D1 31 ;D2 656 ;D3 18160 ;D4 342342 ;D5 9440766 ;D6 164576855
8/3B4/1k1b4/8/2P1pN2/8/1K6/8 w - - 0 1 ;D1 25 ;D2 394 ;D3 8219 ;D4 116986 ;D5 2283351 ;D6 31501697
8/2kB4/3b4/8/2P1p3/2K5/6N1/8 b - - 0 1 ;D1 15 ;D2 246 ;D3 3728 ;D4 62176 ;D5 876278 ;D6 14756640
3b4/2k5/2B5/8/2P1p3/2K5/6N1/8 w - - 0 1 ;D1 19 ;D2 186 ;D3 3184 ;D4 40252 ;D5 679381 ;D6 8627238
3b4/8/3k4/8/B1P1pN2/2K5/8/8 b - - 0 1 ;D1 12 ;D2 223 ;D3 2387 ;D4 43315 ;D5 514348 ;D6 9050627
8/2k5/8/2P5/B3pN1b/2K5/8/8 w - - 0 1 ;D1 23 ;D2 267 ;D3 5178 ;D4 60640 ;D5 1146671 ;D6 13926198
3k4/8/2B5/2P5/2K1pN1b/8/8/8 b - - 0 1 ;D1 10 ;D2 219 ;D3 2313 ;D4 47069 ;D5 535923 ;D6 10526260
3k4/8/2B5/2PN4/2K1pb2/8/8/8 w - - 0 1 ;D1 19 ;D2 250 ;D3 4795 ;D4 54526 ;D5 1028885 ;D6 11864066
3k4/8/2B5/2P5/4p3/2K1N3/7b/8 b - - 0 1 ;D1 10 ;D2 213 ;D3 2332 ;D4 47793 ;D5 551787 ;D6 11049823
3k4/8/8/2PBb3/4p3/2K1N3/8/8 w - - 0 1 ;D1 5 ;D2 90 ;D3 1950 ;D4 27716 ;D5 585553 ;D6 7814002
1b1k4/1B6/8/2P5/4p3/4N3/3K4/8 b - - 0 1 ;D1 11 ;D2 222 ;D3 2552 ;D4 48238 ;D5 595884 ;D6 11156196
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8902 ;D4 197281 ;D5 4865609 ;D6 119060324
rnbqkbnr/1ppppppp/8/p7/2P5/P7/1P1PPPPP/RNBQKBNR b KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10227 ;D4 242685 ;D5 6164778 ;D6 161038368
2bqkbnr/rppppppp/n7/p7/2P5/PP6/3PPPPP/RNBQKBNR w KQk - 0 1 ;D1 19 ;D2 398 ;D3 8820 ;D4 204573 ;D5 5072498 ;D6 129375227
2bqkbnr/rpp1pppp/n2p4/p7/2P3P1/PP5P/3PPP2/RNBQKBNR b KQk - 0 1 ;D1 26 ;D2 470 ;D3 13090 ;D4 284308 ;D5 8296635 ;D6 202882781
2bqkbnr/rpp1p1pp/n2p4/5p2/p1PP2P1/PP5P/4PP2/RNBQKBNR w KQk - 0 1 ;D1 27 ;D2 666 ;D3 18637 ;D4 493990 ;D5 14425855 ;D6 405138216
2bqkbnr/rpp1p2p/n2p4/5pp1/p1PP2P1/PP2P2P/1B3P2/RN1QKBNR b KQk - 0 1 ;D1 25 ;D2 703 ;D3 18885 ;D4 549873 ;D5 15608368 ;D6 472614722
2b1kbnr/rppqp3/n2p3p/5pp1/p1PP2P1/PP2P2P/1B2QP2/RN2KBNR w KQk - 0 1 ;D1 24 ;D2 576 ;D3 15712 ;D4 417380 ;D5 12214998 ;D6 350439421
2b1kbnB/rppqp3/3p3p/3P1pp1/pnP3P1/PP2P2P/4QP2/RN2KBNR b KQ - 0 1 ;D1 27 ;D2 729 ;D3 20665 ;D4 613681 ;D5 18161673 ;D6 570898339
2b1kbnB/r1pqp3/n2p3p/1p1P1pp1/p1P3P1/PP2P2P/Q4P2/RN2KBNR w KQ - 0 1 ;D1 30 ;D2 689 ;D3 21830 ;D4 556204 ;D5 18152100 ;D6 497167912
2b1kbn1/r1pqp3/n2p3p/3P1pp1/ppP3P1/PPB1P2P/Q4P2/RN2KBNR b KQ - 0 1 ;D1 23 ;D2 685 ;D3 17480 ;D4 532817 ;D5 14672791 ;D6 460241394
2bq1bn1/r1pkp3/n2p3p/3P1pp1/ppP3P1/PPB1P2P/2Q2P2/RN2KBNR w KQ - 0 1 ;D1 36 ;D2 662 ;D3 23474 ;D4 495417 ;D5 17463335 ;D6 406740844
2bq1bn1/1rpkp3/n2p3p/3P1pp1/ppP3P1/PPB1P2P/3QNP2/RN2KB1R b KQ - 0 1 ;D1 20 ;D2 636 ;D3 14063 ;D4 465740 ;D5 11130165 ;D6 380417426
1rbq1b2/2pkp3/n2p1n1p/3P1pp1/ppP3P1/PPB1P2P/3Q1P2/RN2KBNR w KQ - 0 1 ;D1 30 ;D2 772 ;D3 24764 ;D4 635387 ;D5 21077449 ;D6 557764143
1rbq1bn1/2pkp3/n2p3p/3P1pp1/ppP3P1/PPBQP2P/3N1P2/R3KBNR b KQ - 0 1 ;D1 20 ;D2 718 ;D3 15726 ;D4 568525 ;D5 13492527 ;D6 492282858
2bq1b2/2pkp3/nr1p1n1p/3P1pp1/ppP3P1/PPBQP2P/3N1P2/1R2KBNR w K - 0 1 ;D1 32 ;D2 832 ;D3 28170 ;D4 725952 ;D5 25411630 ;D6 670418870
2bq1b2/3kp3/nrpp1n1p/3P1pp1/pBP3P1/PP1QP2P/3NKP2/1R3BNR b - - 0 1 ;D1 29 ;D2 869 ;D3 24309 ;D4 776907 ;D5 22423608 ;D6 748397890
2b1qb2/3kp3/nrpp1n2/3P1ppp/pBP3P1/PP1QP2P/3NKP1R/1R3BN1 w - - 0 1 ;D1 32 ;D2 913 ;D3 30583 ;D4 914591 ;D5 31569084 ;D6 978450277
2b1qb2/2k1p3/nrpp1n2/3P1Qpp/pBP3P1/PP2P2P/3NKP1R/R4BN1 b - - 0 1 ;D1 33 ;D2 1365 ;D3 43571 ;D4 1698889 ;D5 55573497 ;D6 2103522739
2bkq3/4p3/nrpp1nQb/3P2pp/pBP3P1/PP2P2P/3NKP1R/R4BN1 w - - 0 1 ;D1 42 ;D2 1463 ;D3 57483 ;D4 1957673 ;D5 75078346 ;D6 2542445133
2bkq3/4p3/1rpp1nQb/2nP2pp/pBP3P1/PP2PN1P/3NKP1R/2R2B2 b - - 0 1 ;D1 40 ;D2 1639 ;D3 59995 ;D4 2356499 ;D5 83330544 ;D6 3217360080
2bkq3/2n1p3/1rpp1Q1b/3P2pp/pBP3P1/PP2PN1P/3NKP1R/2R2B2 w - - 0 1 ;D1 47 ;D2 1401 ;D3 61866 ;D4 1846425 ;D5 77925512 ;D6 2354628674
2bkq2Q/2n1p3/1r1p3b/2pP2pp/pBP3P1/PP2PN1P/3NKP1R/2R2B2 b - - 0 1 ;D1 29 ;D2 1105 ;D3 31573 ;D4 1166929 ;D5 33886402 ;D6 1237909944
2bkq2Q/2n1p3/r2p3b/3P2pp/ppP3P1/PP2PN1P/3NKPR1/2R2B2 w - - 0 1 ;D1 39 ;D2 1032 ;D3 38687 ;D4 1086397 ;D5 39629374 ;D6 1162027164
3kqQ2/2n1p3/r2p3b/3P1bpp/ppP3P1/PP2PN1P/3NKP2/2R2BR1 b - - 0 1 ;D1 30 ;D2 1031 ;D3 29103 ;D4 1011703 ;D5 29467967 ;D6 1033347390
n1k1qQ2/4p3/r2p3b/3P1bpp/ppP3P1/PP2P2P/3NKP2/2R1NBR1 w - - 0 1 ;D1 36 ;D2 1043 ;D3 36054 ;D4 1077115 ;D5 37817626 ;D6 1157399369
n1k1q3/4Q3/3p3b/r2P1bpp/ppP1N1P1/PP2P2P/4KP2/2R1NBR1 b - - 0 1 ;D1 30 ;D2 1326 ;D3 36039 ;D4 1522310 ;D5 43510151 ;D6 1770402069
n1kq4/4Q3/3p3b/r2P1bpp/p1P1NPP1/pP2P2P/4K3/2R1NBR1 w - - 0 1 ;D1 48 ;D2 1259 ;D3 55261 ;D4 1564035 ;D5 65933246 ;D6 1957580926
2kq4/4Q3/1n1p3b/r1NP1bpp/pPP2PP1/p3P2P/4K3/2R1NBR1 b - - 0 1 ;D1 33 ;D2 1452 ;D3 43353 ;D4 1829511 ;D5 55661262 ;D6 2275321404
2kq4/4Q3/1n1pN2b/1r1P1bp1/pPP2PPp/p3P2P/4K3/2R1NBR1 w - - 0 1 ;D1 42 ;D2 1035 ;D3 39949 ;D4 1063673 ;D5 40527181 ;D6 1137687204
3q4/3k4/1n1pN2b/1r1P1bp1/pPP2PPp/p3P2P/4K3/R3NBR1 b - - 0 1 ;D1 33 ;D2 899 ;D3 28647 ;D4 777314 ;D5 25288947 ;D6 685512696
n2q4/3k4/3pN2b/1r1P1bp1/pPP2PPp/4P2P/p3K1B1/R3N1R1 w - - 0 1 ;D1 30 ;D2 977 ;D3 28242 ;D4 913433 ;D5 26506034 ;D6 869244486
n2q1b2/3k4/3pN3/1r1P1bp1/pPP1PPPp/7P/p1N1K1B1/R5R1 b - - 0 1 ;D1 30 ;D2 1155 ;D3 33718 ;D4 1183963 ;D5 35762316 ;D6 1181413280
n1kq4/8/3p3b/1rNP1bp1/pPP1PPPp/7P/p1N1K1B1/R5R1 w - - 0 1 ;D1 39 ;D2 1231 ;D3 43211 ;D4 1394054 ;D5 46113152 ;D6 1527707936
n1kq1b2/8/3pN3/1r1P1bp1/pPP1PPPp/7P/p1N1K1B1/3R2R1 b - - 0 1 ;D1 33 ;D2 1245 ;D3 41818 ;D4 1463252 ;D5 50111373 ;D6 1655790737
2k2b2/2n5/3pNq2/1r1P1bp1/pPP1PPPp/7P/p1N1K3/3R2RB w - - 0 1 ;D1 39 ;D2 1613 ;D3 56983 ;D4 2271336 ;D5 75105477 ;D6 2926524379
1rkN1b2/2n5/3p1q2/3P1bp1/pPP1PPPp/7P/p1N2K2/3R2RB b - - 0 1 ;D1 41 ;D2 1382 ;D3 54678 ;D4 1746961 ;D5 67741175 ;D6 2093738115
2kN1b2/2n5/3p4/3Pqbp1/prP1PPPp/N6P/p4K2/3R2RB w - - 0 1 ;D1 32 ;D2 1390 ;D3 40062 ;D4 1688989 ;D5 47729045 ;D6 1973565059
2kN1b2/2n5/3p4/3P1bp1/prP1qPPp/7P/p1NR1K2/6RB b - - 0 1 ;D1 47 ;D2 1206 ;D3 55482 ;D4 1477788 ;D5 66177203 ;D6 1813799545
2kNnb2/8/3p4/3P1bp1/prP2PPp/4K2P/p1NR4/6RB w - - 0 1 ;D1 34 ;D2 1070 ;D3 33425 ;D4 1055159 ;D5 32170746 ;D6 1009082628
2k1nb2/8/3p4/3P1bp1/pNP2PPp/4K2P/2NR4/b5RB b - - 0 1 ;D1 28 ;D2 846 ;D3 22764 ;D4 677190 ;D5 17633051 ;D6 522450960
1k2nb2/8/3p4/3Pbbp1/p1P2PPp/3NK2P/2NR4/6RB w - - 0 1 ;D1 35 ;D2 973 ;D3 29936 ;D4 799546 ;D5 24115604 ;D6 625462056
1kb1nb2/8/3p4/3Pb1p1/p1P2PPp/4K2P/3R1N2/4N1RB b - - 0 1 ;D1 26 ;D2 651 ;D3 16436 ;D4 415339 ;D5 10419772 ;D6 268153175
1kb1nb2/8/3p3b/3P1Pp1/p1P3Pp/4K2P/3R1N2/4N1RB w - - 0 1 ;D1 27 ;D2 423 ;D3 11278 ;D4 192816 ;D5 5135792 ;D6 92716727
1kb2b2/8/3p1n1b/3P1Pp1/p1P1B1Pp/4K2P/2R2N2/4N1R1 b - - 0 1 ;D1 21 ;D2 517 ;D3 9926 ;D4 255650 ;D5 4902072 ;D6 129830088
2b2bn1/1k6/3p3b/3P1Pp1/p1P3Pp/3BK2P/2R2N2/4N1R1 w - - 0 1 ;D1 25 ;D2 365 ;D3 9418 ;D4 157288 ;D5 4171305 ;D6 74415101
2b2bn1/1k4b1/3p4/3P1Pp1/p1P3Pp/4K2P/4RN2/1B2N1R1 b - - 0 1 ;D1 22 ;D2 549 ;D3 12382 ;D4 317430 ;D5 7313495 ;D6 192964113
2b2bn1/1k4b1/3p4/3P1Pp1/p1P3Pp/4K2P/4R3/1B1NN1R1 w - - 0 1 ;D1 29 ;D2 615 ;D3 17316 ;D4 385647 ;D5 10752347 ;D6 245181172
2b2bn1/1k4b1/3p4/3P1Pp1/2P3Pp/p3K2P/4R3/1B1NN1R1 b - - 0 1 ;D1 22 ;D2 612 ;D3 13947 ;D4 388284 ;D5 9118411 ;D6 251773828
k1b3n1/4b1b1/3p4/3P1Pp1/2P3Pp/p3K2P/5R2/1B1NN1R1 w - - 0 1 ;D1 31 ;D2 706 ;D3 20059 ;D4 442218 ;D5 12196892 ;D6 274254576
k5n1/4b1b1/3pb3/3P1Pp1/2P2RPp/p1N1K2P/8/1B2N1R1 b - - 0 1 ;D1 22 ;D2 656 ;D3 14616 ;D4 420458 ;D5 9669579 ;D6 273871494
